"pno","pname","pcontent","pexpire","pprice","ppic","pdiv"
70,[베이징 3일]시크릿 특가!수도박물관/베이징식물원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><br />
<strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-21",59780000,/2020/05/15/a6a525c7-a0bf-482e-b028-b52c2f1d749d_sudo.jpg,0
71,[베이징 5일]시크릿 특가!골동품시장/올림픽공원/호우하이/일단공원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>

<h3><strong>베이징 도심 속 산책, 일단 공원<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-21",192180000,/2020/05/15/d69d3cce-b5eb-4881-80c3-bf5e5cce6fc4_olympic.jpg,0
72,[베이징 7일]시크릿 특가!만리장성/자금성/이화원/천단/천안문광장/명십왕릉_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /><br />
중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-21",315660000,/2020/05/15/dabdb7bc-5455-4784-b807-9cec6f7ba7c1_chundan.jpg,0
73,[베이징 3일]시크릿 특가!징산공원/베이하이_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>
","2020-04-22",59750000,/2020/05/15/88d01a5e-0f76-4267-82b1-1b517cf8349b_zingsan.jpg,0
74,[베이징 5일]시크릿 특가!옹화궁/원명원/고루종루/베이징동물원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>

<h3><br />
<strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-22",192430000,/2020/05/15/2b13b8b8-73ae-498f-b2b9-b82401845a14_yongwha.jpg,0
75,[베이징 7일]시크릿 특가!정양문/국가박물관/798예술구/거용관/스차하이/공왕부_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /><br />
중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-22",314790000,/2020/05/15/c673fd46-2756-47aa-9ec1-01ca508d952f_789.jpg,0
76,[베이징 3일]시크릿 특가!세계공원/오페라극장_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>
","2020-04-23",59950000,/2020/05/15/8b8aa1e6-1ce8-4da1-a5ec-6ae30eb1b298_saekyaepark.jpg,0
77,[베이징 5일]시크릿 특가!루거우차오/인민대회당/수도박물관/베이징식물원_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-23",192510000,/2020/05/15/d9b10762-83f9-4044-8bb2-b3788a6b7fc7_sudo.jpg,0
78,[베이징 7일]시크릿 특가!루거우차오/인민대회당/수도박물관/베이징식물원/스차하이/공왕부_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<p>&nbsp;</p>

<p>&nbsp;</p>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<p><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></p>
","2020-04-23",1713020000,/2020/05/15/d9b10762-83f9-4044-8bb2-b3788a6b7fc7_sudo.jpg,0
79,[베이징 3일]시크릿 특가!징산공원/베이하이_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<p><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></p>
","2020-04-24",59700000,/2020/05/15/c745a526-7adb-4a35-abfb-e25c95dcb667_zingsan.jpg,0
80,[베이징 5일]시크릿 특가!옹화궁/원명원/고루종루/베이징동물원_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<p><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></p>
","2020-04-24",192380000,/2020/05/15/edb06306-19df-4ac7-a689-a1d1f180f447_beijing.jpg,0
81,[베이징 7일]시크릿 특가!정양문/국가박물관/798예술구/거용관/스차하이/공왕부_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /><br />
중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-24",314860000,/2020/05/15/d9b10762-83f9-4044-8bb2-b3788a6b7fc7_sudo.jpg,0
82,[베이징 3일]시크릿 특가!세계공원/일단공원_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><strong><img alt="""" src="" http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>베이징 도심 속 산책, 일단 공원<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:400px; width:800px"" /></strong></h3>
","2020-04-25",59700000,/2020/05/15/942f4ec0-575d-4e6c-854f-f62a81a7277c_saekyaepark.jpg,0
83,[베이징 5일]시크릿 특가!만리장성/자금성/이화원/천단_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /></strong></h3>
","2020-04-25",193180000,/2020/05/15/5a5aadb2-d657-45d0-9147-bbe2450411ec_chundan.jpg,0
84,[베이징 7일]시크릿 특가!천안문광장/명십왕릉/징산공원/베이하이/옹화궁/원명원_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<p>&nbsp;</p>
","2020-04-25",314660000,/2020/05/15/e8cfa39a-19a7-4116-b5e1-8ba6f0860635_wonmyung.jpg,0
85,[베이징 3일]시크릿 특가!고루종루/베이징동물원_바로 출발!,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><br />
<strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>
","2020-04-26",59900000,/2020/05/15/a900d3ce-a083-433a-835e-ddab58a385dd_beijing.jpg,0
86,[베이징 5일]시크릿 특가!베이징동물원/정양문/국가박물관/798예술구_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /><br />
중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>
","2020-04-26",192380000,/2020/05/15/0f5a7501-8057-4b0f-a82e-f4e90c02789d_national.jpg,0
87,[베이징 7일]시크릿 특가!정양문/국가박물관/798예술구/거용관/스차하이/공왕부_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /><br />
중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-26",314860000,/2020/05/15/b9905770-b081-4e3d-bf5a-93e7ba03ba76_geoyong.jpg,0
88,[베이징 3일]시크릿 특가!환러구/베이징동물원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광객이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-27",60300000,/2020/05/15/f4dc85b9-1f7b-4f5f-b8b9-d1e7f5e9cbfa_beijing.jpg,0
89,[베이징 5일]시크릿 특가!만리장성/자금성/천단/천안문광장_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /><br />
중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>
","2020-04-27",193130000,/2020/05/15/7e6312a9-b05a-410d-85ad-b81b42fb3025_chundan.jpg,0
90,[베이징 7일]시크릿 특가!수도박물관/베이징식물원/골동품시장/호우하이/올림픽공원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><br />
<strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>
","2020-04-27",628770000,/2020/05/15/2250c123-6161-451b-bc35-a7f9d078a751_botanical.jpg,0
